invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5percent,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,tax_5,year,month,month_name,day_name,day,hour,calculated_sales,sales_difference
INV-10310,A,Pune,Member,Male,Home And Lifestyle,76.75,9.0,34.54,725.29,2026-11-06,19:21:00,Credit Card,690.75,4.7619,34.54,3.6,34.54,2026,11,November,Friday,6,19,725.29,0.0
INV-10358,B,Nashik,Member,Male,Health And Beauty,64.19,10.0,32.1,674.0,2026-12-24,16:40:00,Upi,641.9,4.7619,32.1,4.6,32.1,2026,12,December,Thursday,24,16,674.0,0.0
INV-10322,C,Mumbai,Member,Female,Fashion Accessories,58.48,5.0,14.62,307.02,2026-11-18,11:19:00,Upi,292.4,4.7619,14.62,4.8,14.62,2026,11,November,Wednesday,18,11,307.02,0.0
INV-10496,B,Nashik,Member,Female,Health And Beauty,69.37,6.0,20.81,437.03,2027-05-11,14:57:00,Upi,416.22,4.7619,20.81,4.0,20.81,2027,5,May,Tuesday,11,14,437.03,0.0
INV-10226,A,Pune,Unknown,Male,Home And Lifestyle,99.24,4.0,19.85,416.81,2026-08-14,16:08:00,Upi,396.96,4.7619,19.85,3.8,19.85,2026,8,August,Friday,14,16,416.81,0.0
INV-10090,B,Nashik,Member,Male,Home And Lifestyle,45.75,10.0,22.88,480.38,2026-03-31,18:09:00,Credit Card,457.5,4.7619,22.88,4.2,22.88,2026,3,March,Tuesday,31,18,480.38,0.0
INV-10340,A,Pune,Normal,Male,Fashion Accessories,22.4,6.0,6.72,141.12,2026-12-06,09:16:00,Upi,134.4,4.7619,6.72,4.8,6.72,2026,12,December,Sunday,6,9,141.12,0.0
INV-10324,A,Pune,Member,Female,Electronic Accessories,86.32,8.0,34.53,725.09,2026-11-20,11:34:00,Cash,690.56,4.7619,34.53,3.4,34.53,2026,11,November,Friday,20,11,725.09,0.0
INV-10471,A,Pune,Normal,Female,Electronic Accessories,65.16,3.0,9.77,205.25,2027-04-16,19:04:00,Credit Card,195.48,4.7619,9.77,4.1,9.77,2027,4,April,Friday,16,19,205.25,0.0
INV-10368,C,Mumbai,Member,Male,Health And Beauty,56.83,6.0,17.05,358.03,2027-01-03,10:28:00,Upi,340.98,4.7619,17.05,4.8,17.05,2027,1,January,Sunday,3,10,358.03,0.0
INV-10456,B,Nashik,Member,Male,Electronic Accessories,95.23,10.0,47.62,999.92,2027-04-01,12:30:00,Cash,952.3,4.7619,47.62,3.8,47.62,2027,4,April,Thursday,1,12,999.92,0.0
INV-10015,A,Pune,Member,Female,Fashion Accessories,83.68,7.0,29.29,615.05,2026-01-15,10:16:00,Credit Card,585.76,4.7619,29.29,3.6,29.29,2026,1,January,Thursday,15,10,615.05,0.0
INV-10448,C,Mumbai,Normal,Male,Sports And Travel,66.2,9.0,29.79,625.59,2027-03-24,09:04:00,Upi,595.8,4.7619,29.79,3.7,29.79,2027,3,March,Wednesday,24,9,625.59,0.0
INV-10490,C,Mumbai,Normal,Male,Health And Beauty,88.49,3.0,13.27,278.74,2027-05-05,21:23:00,Upi,265.47,4.7619,13.27,3.9,13.27,2027,5,May,Wednesday,5,21,278.74,0.0
INV-10121,C,Mumbai,Member,Female,Fashion Accessories,17.2,8.0,6.88,144.48,2026-05-01,19:33:00,Cash,137.6,4.7619,6.88,4.6,6.88,2026,5,May,Friday,1,19,144.48,0.0
INV-10043,A,Pune,Member,Male,Fashion Accessories,40.02,6.0,12.01,252.13,2026-02-12,18:48:00,Upi,240.12,4.7619,12.01,4.2,12.01,2026,2,February,Thursday,12,18,252.13,0.0
INV-10197,C,Mumbai,Member,Male,Electronic Accessories,69.28,9.0,31.18,654.7,2026-07-16,20:57:00,Upi,623.52,4.7619,31.18,4.5,31.18,2026,7,July,Thursday,16,20,654.7,0.0
INV-10034,C,Mumbai,Normal,Female,Health And Beauty,71.21,10.0,35.6,747.7,2026-02-03,11:53:00,Cash,712.1,4.7619,35.6,2.3,35.6,2026,2,February,Tuesday,3,11,747.7,0.0
INV-10472,C,Mumbai,Normal,Female,Health And Beauty,30.35,1.0,1.52,31.87,2027-04-17,19:11:00,Upi,30.35,4.7619,1.52,3.8,1.52,2027,4,April,Saturday,17,19,31.87,0.0
INV-10426,B,Nashik,Member,Male,Food And Beverages,97.74,2.0,9.77,205.25,2027-03-02,21:08:00,Cash,195.48,4.7619,9.77,4.3,9.77,2027,3,March,Tuesday,2,21,205.25,0.0
INV-10281,C,Mumbai,Normal,Female,Electronic Accessories,77.34,10.0,38.67,812.07,2026-10-08,15:54:00,Upi,773.4,4.7619,38.67,4.6,38.67,2026,10,October,Thursday,8,15,812.07,0.0
INV-10333,A,Pune,Member,Female,Food And Beverages,52.33,9.0,23.55,494.52,2026-11-29,09:57:00,Upi,470.97,4.7619,23.55,3.6,23.55,2026,11,November,Sunday,29,9,494.52,0.0
INV-10300,A,Pune,Normal,Female,Electronic Accessories,65.07,3.0,9.76,204.97,2026-10-27,14:43:00,Upi,195.21,4.7619,9.76,3.8,9.76,2026,10,October,Tuesday,27,14,204.97,0.0
INV-10305,C,Mumbai,Member,Male,Electronic Accessories,88.94,10.0,44.47,933.87,2026-11-01,19:20:00,Upi,889.4,4.7619,44.47,3.5,44.47,2026,11,November,Sunday,1,19,933.87,0.0
INV-10017,A,Pune,Member,Male,Food And Beverages,40.35,2.0,4.04,84.74,2026-01-17,19:17:00,Credit Card,80.7,4.7619,4.04,4.1,4.04,2026,1,January,Saturday,17,19,84.74,0.0
INV-10159,A,Pune,Normal,Female,Sports And Travel,68.87,6.0,20.66,433.88,2026-06-08,14:10:00,Upi,413.22,4.7619,20.66,3.5,20.66,2026,6,June,Monday,8,14,433.88,0.0
INV-10244,B,Nashik,Normal,Female,Sports And Travel,32.99,2.0,3.3,69.28,2026-09-01,09:46:00,Cash,65.98,4.7619,3.3,3.9,3.3,2026,9,September,Tuesday,1,9,69.28,0.0
INV-10067,A,Pune,Member,Female,Electronic Accessories,80.91,3.0,12.14,254.87,2026-03-08,09:54:00,Cash,242.73,4.7619,12.14,3.1,12.14,2026,3,March,Sunday,8,9,254.87,0.0
INV-10420,C,Mumbai,Member,Female,Food And Beverages,35.45,3.0,5.32,111.67,2027-02-24,15:58:00,Cash,106.35,4.7619,5.32,3.8,5.32,2027,2,February,Wednesday,24,15,111.67,0.0
INV-10439,C,Mumbai,Member,Male,Fashion Accessories,17.78,2.0,1.78,37.34,2027-03-15,11:39:00,Upi,35.56,4.7619,1.78,4.0,1.78,2027,3,March,Monday,15,11,37.34,0.0
INV-10120,B,Nashik,Normal,Female,Electronic Accessories,30.93,1.0,1.55,32.48,2026-04-30,11:08:00,Cash,30.93,4.7619,1.55,4.4,1.55,2026,4,April,Thursday,30,11,32.48,0.0
INV-10488,A,Pune,Member,Female,Electronic Accessories,54.75,4.0,10.95,229.95,2027-05-03,14:28:00,Cash,219.0,4.7619,10.95,2.4,10.95,2027,5,May,Monday,3,14,229.95,0.0
INV-10066,B,Nashik,Normal,Female,Fashion Accessories,33.13,9.0,14.91,313.08,2026-03-07,10:39:00,Upi,298.17,4.7619,14.91,3.4,14.91,2026,3,March,Saturday,7,10,313.08,0.0
INV-10467,A,Pune,Normal,Female,Electronic Accessories,46.36,8.0,18.54,389.42,2027-04-12,12:15:00,Credit Card,370.88,4.7619,18.54,3.6,18.54,2027,4,April,Monday,12,12,389.42,0.0
INV-10010,C,Mumbai,Normal,Male,Health And Beauty,49.84,4.0,9.97,209.33,2026-01-10,14:10:00,Cash,199.36,4.7619,9.97,4.0,9.97,2026,1,January,Saturday,10,14,209.33,0.0
INV-10019,B,Nashik,Normal,Male,Home And Lifestyle,79.54,5.0,19.89,417.59,2026-01-19,12:06:00,Credit Card,397.7,4.7619,19.89,3.3,19.89,2026,1,January,Monday,19,12,417.59,0.0
INV-10154,B,Nashik,Normal,Male,Health And Beauty,69.02,1.0,3.45,72.47,2026-06-03,21:17:00,Cash,69.02,4.7619,3.45,3.9,3.45,2026,6,June,Wednesday,3,21,72.47,0.0
INV-10330,A,Pune,Member,Female,Health And Beauty,71.05,9.0,31.97,671.42,2026-11-26,13:26:00,Credit Card,639.45,4.7619,31.97,3.4,31.97,2026,11,November,Thursday,26,13,671.42,0.0
INV-10257,C,Mumbai,Normal,Male,Home And Lifestyle,65.48,10.0,32.74,687.54,2026-09-14,21:57:00,Cash,654.8,4.7619,32.74,5.0,32.74,2026,9,September,Monday,14,21,687.54,0.0
INV-10309,C,Mumbai,Member,Male,Sports And Travel,83.06,8.0,33.22,697.7,2026-11-05,16:47:00,Credit Card,664.48,4.7619,33.22,2.8,33.22,2026,11,November,Thursday,5,16,697.7,0.0
INV-10273,C,Mumbai,Member,Male,Home And Lifestyle,70.43,8.0,28.17,591.61,2026-09-30,14:40:00,Cash,563.44,4.7619,28.17,3.0,28.17,2026,9,September,Wednesday,30,14,591.61,0.0
INV-10134,A,Pune,Normal,Male,Food And Beverages,60.8,4.0,12.16,255.36,2026-05-14,15:09:00,Upi,243.2,4.7619,12.16,4.6,12.16,2026,5,May,Thursday,14,15,255.36,0.0
INV-10406,C,Mumbai,Unknown,Male,Home And Lifestyle,73.54,6.0,22.06,463.3,2027-02-10,17:16:00,Credit Card,441.24,4.7619,22.06,3.7,22.06,2027,2,February,Wednesday,10,17,463.3,0.0
INV-10254,A,Pune,Member,Female,Electronic Accessories,53.74,2.0,5.37,112.85,2026-09-11,14:32:00,Upi,107.48,4.7619,5.37,2.8,5.37,2026,9,September,Friday,11,14,112.85,0.0
INV-10271,C,Mumbai,Member,Male,Electronic Accessories,11.14,1.0,0.56,11.7,2026-09-28,10:10:00,Credit Card,11.14,4.7619,0.56,4.0,0.56,2026,9,September,Monday,28,10,11.7,0.0
INV-10162,B,Nashik,Normal,Male,Sports And Travel,53.35,9.0,24.01,504.16,2026-06-11,12:44:00,Credit Card,480.15,4.7619,24.01,3.8,24.01,2026,6,June,Thursday,11,12,504.16,0.0
INV-10287,B,Nashik,Normal,Male,Sports And Travel,34.24,1.0,1.71,35.95,2026-10-14,21:33:00,Upi,34.24,4.7619,1.71,4.2,1.71,2026,10,October,Wednesday,14,21,35.95,0.0
INV-10401,A,Pune,Member,Male,Sports And Travel,43.92,10.0,21.96,461.16,2027-02-05,13:07:00,Credit Card,439.2,4.7619,21.96,4.0,21.96,2027,2,February,Friday,5,13,461.16,0.0
INV-10336,A,Pune,Member,Female,Home And Lifestyle,44.68,3.0,6.7,140.74,2026-12-02,15:09:00,Cash,134.04,4.7619,6.7,3.3,6.7,2026,12,December,Wednesday,2,15,140.74,0.0
INV-10341,B,Unknown,Member,Female,Fashion Accessories,69.67,9.0,31.35,658.38,2026-12-07,14:33:00,Upi,627.03,4.7619,31.35,3.6,31.35,2026,12,December,Monday,7,14,658.38,0.0
INV-10428,C,Mumbai,Normal,Male,Home And Lifestyle,48.6,5.0,12.15,255.15,2027-03-04,14:19:00,Credit Card,243.0,4.7619,12.15,4.9,12.15,2027,3,March,Thursday,4,14,255.15,0.0
INV-10002,C,Mumbai,Normal,Female,Health And Beauty,67.42,1.0,3.37,70.79,2026-01-02,18:11:00,Credit Card,67.42,4.7619,3.37,5.0,3.37,2026,1,January,Friday,2,18,70.79,0.0
INV-10225,A,Pune,Normal,Female,Sports And Travel,51.58,10.0,25.79,541.59,2026-08-13,12:25:00,Upi,515.8,4.7619,25.79,4.5,25.79,2026,8,August,Thursday,13,12,541.59,0.0
INV-10208,B,Nashik,Normal,Female,Health And Beauty,50.51,3.0,7.58,159.11,2026-07-27,20:15:00,Upi,151.53,4.7619,7.58,3.8,7.58,2026,7,July,Monday,27,20,159.11,0.0
INV-10118,A,Pune,Member,Female,Home And Lifestyle,53.04,9.0,23.87,501.23,2026-04-28,19:56:00,Credit Card,477.36,4.7619,23.87,5.0,23.87,2026,4,April,Tuesday,28,19,501.23,0.0
INV-10478,B,Nashik,Member,Female,Home And Lifestyle,18.78,8.0,7.51,157.75,2027-04-23,09:49:00,Cash,150.24,4.7619,7.51,4.5,7.51,2027,4,April,Friday,23,9,157.75,0.0
INV-10355,A,Pune,Member,Female,Fashion Accessories,14.75,3.0,2.21,46.46,2026-12-21,18:19:00,Upi,44.25,4.7619,2.21,4.5,2.21,2026,12,December,Monday,21,18,46.46,0.0
INV-10363,B,Nashik,Normal,Male,Sports And Travel,72.59,7.0,25.41,533.54,2026-12-29,12:57:00,Credit Card,508.13,4.7619,25.41,3.6,25.41,2026,12,December,Tuesday,29,12,533.54,0.0
INV-10265,C,Mumbai,Member,Female,Home And Lifestyle,44.98,8.0,17.99,377.83,2026-09-22,14:28:00,Cash,359.84,4.7619,17.99,5.0,17.99,2026,9,September,Tuesday,22,14,377.83,0.0
INV-10275,B,Nashik,Normal,Female,Electronic Accessories,89.13,1.0,4.46,93.59,2026-10-02,20:47:00,Cash,89.13,4.7619,4.46,3.7,4.46,2026,10,October,Friday,2,20,93.59,0.0
INV-10071,C,Mumbai,Normal,Male,Sports And Travel,24.34,4.0,4.87,102.23,2026-03-12,10:01:00,Upi,97.36,4.7619,4.87,4.5,4.87,2026,3,March,Thursday,12,10,102.23,0.0
INV-10129,A,Pune,Member,Male,Sports And Travel,10.03,5.0,2.51,52.66,2026-05-09,09:57:00,Upi,50.15,4.7619,2.51,4.3,2.51,2026,5,May,Saturday,9,9,52.66,0.0
INV-10404,C,Mumbai,Normal,Male,Food And Beverages,49.17,1.0,2.46,51.63,2027-02-08,18:09:00,Upi,49.17,4.7619,2.46,4.0,2.46,2027,2,February,Monday,8,18,51.63,0.0
INV-10099,A,Pune,Member,Female,Sports And Travel,39.03,9.0,17.56,368.83,2026-04-09,12:12:00,Upi,351.27,4.7619,17.56,4.6,17.56,2026,4,April,Thursday,9,12,368.83,0.0
INV-10367,C,Mumbai,Member,Female,Health And Beauty,84.26,5.0,21.06,442.36,2027-01-02,16:35:00,Upi,421.3,4.7619,21.06,3.5,21.06,2027,1,January,Saturday,2,16,442.36,0.0
INV-10022,A,Pune,Member,Male,Food And Beverages,63.62,10.0,31.81,668.01,2026-01-22,12:44:00,Credit Card,636.2,4.7619,31.81,4.2,31.81,2026,1,January,Thursday,22,12,668.01,0.0
INV-10194,B,Nashik,Member,Male,Fashion Accessories,96.06,2.0,9.61,201.73,2026-07-13,09:19:00,Credit Card,192.12,4.7619,9.61,3.5,9.61,2026,7,July,Monday,13,9,201.73,0.0
INV-10006,A,Pune,Member,Male,Fashion Accessories,22.76,3.0,3.41,71.69,2026-01-06,20:43:00,Upi,68.28,4.7619,3.41,4.7,3.41,2026,1,January,Tuesday,6,20,71.69,0.0
INV-10412,C,Mumbai,Member,Male,Home And Lifestyle,10.63,6.0,3.19,66.97,2027-02-16,17:58:00,Upi,63.78,4.7619,3.19,4.0,3.19,2027,2,February,Tuesday,16,17,66.97,0.0
INV-10314,C,Mumbai,Normal,Male,Health And Beauty,89.18,4.0,17.84,374.56,2026-11-10,21:44:00,Upi,356.72,4.7619,17.84,4.0,17.84,2026,11,November,Tuesday,10,21,374.56,0.0
INV-10136,A,Pune,Member,Male,Health And Beauty,29.06,1.0,1.45,30.51,2026-05-16,13:42:00,Cash,29.06,4.7619,1.45,3.5,1.45,2026,5,May,Saturday,16,13,30.51,0.0
INV-10494,A,Pune,Normal,Female,Health And Beauty,11.62,6.0,3.49,73.21,2027-05-09,21:09:00,Upi,69.72,4.7619,3.49,3.8,3.49,2027,5,May,Sunday,9,21,73.21,0.0
INV-10378,A,Pune,Normal,Female,Electronic Accessories,36.95,3.0,5.54,116.39,2027-01-13,17:56:00,Cash,110.85,4.7619,5.54,3.3,5.54,2027,1,January,Wednesday,13,17,116.39,0.0
INV-10328,B,Nashik,Member,Male,Health And Beauty,77.46,10.0,38.73,813.33,2026-11-24,21:51:00,Upi,774.6,4.7619,38.73,3.4,38.73,2026,11,November,Tuesday,24,21,813.33,0.0
INV-10199,C,Mumbai,Member,Female,Health And Beauty,82.8,7.0,28.98,608.58,2026-07-18,14:52:00,Upi,579.6,4.7619,28.98,4.6,28.98,2026,7,July,Saturday,18,14,608.58,0.0
INV-10416,B,Nashik,Member,Female,Fashion Accessories,45.9,2.0,4.59,96.39,2027-02-20,11:35:00,Upi,91.8,4.7619,4.59,4.9,4.59,2027,2,February,Saturday,20,11,96.39,0.0
INV-10204,C,Mumbai,Member,Male,Electronic Accessories,80.31,5.0,20.08,421.63,2026-07-23,13:24:00,Cash,401.55,4.7619,20.08,4.5,20.08,2026,7,July,Thursday,23,13,421.63,0.0
INV-10068,C,Mumbai,Member,Male,Electronic Accessories,87.82,1.0,4.39,92.21,2026-03-09,10:41:00,Upi,87.82,4.7619,4.39,4.2,4.39,2026,3,March,Monday,9,10,92.21,0.0
INV-10224,B,Nashik,Normal,Male,Food And Beverages,44.88,3.0,6.73,141.37,2026-08-12,20:25:00,Upi,134.64,4.7619,6.73,3.8,6.73,2026,8,August,Wednesday,12,20,141.37,0.0
INV-10128,C,Mumbai,Normal,Male,Home And Lifestyle,86.63,6.0,25.99,545.77,2026-05-08,11:36:00,Unknown,519.78,4.7619,25.99,2.7,25.99,2026,5,May,Friday,8,11,545.77,0.0
INV-10144,A,Pune,Member,Male,Food And Beverages,80.44,7.0,28.15,591.23,2026-05-24,11:11:00,Upi,563.08,4.7619,28.15,4.6,28.15,2026,5,May,Sunday,24,11,591.23,0.0
INV-10327,B,Nashik,Member,Female,Health And Beauty,10.99,1.0,0.55,11.54,2026-11-23,09:17:00,Cash,10.99,4.7619,0.55,3.3,0.55,2026,11,November,Monday,23,9,11.54,0.0
INV-10140,C,Mumbai,Member,Female,Food And Beverages,36.76,2.0,3.68,77.2,2026-05-20,09:03:00,Cash,73.52,4.7619,3.68,3.9,3.68,2026,5,May,Wednesday,20,9,77.2,0.0
INV-10219,B,Nashik,Member,Female,Electronic Accessories,69.31,8.0,27.72,582.2,2026-08-07,11:28:00,Upi,554.48,4.7619,27.72,3.7,27.72,2026,8,August,Friday,7,11,582.2,0.0
INV-10380,A,Pune,Member,Female,Health And Beauty,67.38,9.0,30.32,636.74,2027-01-15,14:36:00,Cash,606.42,4.7619,30.32,4.2,30.32,2027,1,January,Friday,15,14,636.74,0.0
INV-10331,B,Nashik,Member,Female,Food And Beverages,78.06,7.0,27.32,573.74,2026-11-27,10:03:00,Upi,546.42,4.7619,27.32,3.7,27.32,2026,11,November,Friday,27,10,573.74,0.0
INV-10158,C,Mumbai,Member,Male,Electronic Accessories,46.43,10.0,23.22,487.52,2026-06-07,17:08:00,Upi,464.3,4.7619,23.22,4.6,23.22,2026,6,June,Sunday,7,17,487.52,0.0
INV-10095,C,Mumbai,Normal,Male,Fashion Accessories,74.93,5.0,18.73,393.38,2026-04-05,10:27:00,Credit Card,374.65,4.7619,18.73,3.7,18.73,2026,4,April,Sunday,5,10,393.38,0.0
INV-10256,B,Nashik,Normal,Female,Health And Beauty,56.87,6.0,17.06,358.28,2026-09-13,19:33:00,Upi,341.22,4.7619,17.06,3.8,17.06,2026,9,September,Sunday,13,19,358.28,0.0
INV-10473,A,Pune,Normal,Male,Electronic Accessories,86.22,3.0,12.93,271.59,2027-04-18,09:05:00,Credit Card,258.66,4.7619,12.93,4.0,12.93,2027,4,April,Sunday,18,9,271.59,0.0
INV-10132,A,Pune,Normal,Male,Home And Lifestyle,42.83,5.0,10.71,224.86,2026-05-12,20:26:00,Upi,214.15,4.7619,10.71,2.7,10.71,2026,5,May,Tuesday,12,20,224.86,0.0
INV-10227,C,Mumbai,Member,Male,Sports And Travel,97.37,6.0,29.21,613.43,2026-08-15,15:04:00,Upi,584.22,4.7619,29.21,3.2,29.21,2026,8,August,Saturday,15,15,613.43,0.0
INV-10040,B,Nashik,Member,Male,Sports And Travel,42.66,3.0,6.4,134.38,2026-02-09,17:29:00,Cash,127.98,4.7619,6.4,4.7,6.4,2026,2,February,Monday,9,17,134.38,0.0
INV-10481,B,Nashik,Member,Male,Electronic Accessories,77.44,5.0,19.36,406.56,2027-04-26,19:01:00,Upi,387.2,4.7619,19.36,4.4,19.36,2027,4,April,Monday,26,19,406.56,0.0
INV-10491,B,Nashik,Normal,Male,Home And Lifestyle,59.04,5.0,14.76,309.96,2027-05-06,10:09:00,Credit Card,295.2,4.7619,14.76,2.7,14.76,2027,5,May,Thursday,6,10,309.96,0.0
INV-10190,A,Pune,Member,Male,Fashion Accessories,82.96,9.0,37.33,783.97,2026-07-09,21:42:00,Credit Card,746.64,4.7619,37.33,4.1,37.33,2026,7,July,Thursday,9,21,783.97,0.0
INV-10446,C,Mumbai,Member,Male,Food And Beverages,84.51,5.0,21.13,443.68,2027-03-22,09:39:00,Upi,422.55,4.7619,21.13,4.3,21.13,2027,3,March,Monday,22,9,443.68,0.0
INV-10433,B,Nashik,Normal,Female,Electronic Accessories,14.19,10.0,7.1,149.0,2027-03-09,09:16:00,Upi,141.9,4.7619,7.1,3.6,7.1,2027,3,March,Tuesday,9,9,149.0,0.0
INV-10249,C,Mumbai,Normal,Female,Fashion Accessories,90.62,7.0,31.72,666.06,2026-09-06,10:25:00,Upi,634.34,4.7619,31.72,4.7,31.72,2026,9,September,Sunday,6,10,666.06,0.0
INV-10039,C,Mumbai,Member,Female,Health And Beauty,44.06,3.0,6.61,138.79,2026-02-08,11:55:00,Credit Card,132.18,4.7619,6.61,3.8,6.61,2026,2,February,Sunday,8,11,138.79,0.0
INV-10243,C,Mumbai,Normal,Male,Fashion Accessories,10.94,8.0,4.38,91.9,2026-08-31,19:00:00,Cash,87.52,4.7619,4.38,4.4,4.38,2026,8,August,Monday,31,19,91.9,0.0
INV-10354,A,Pune,Normal,Female,Fashion Accessories,73.26,9.0,32.97,692.31,2026-12-20,12:22:00,Upi,659.34,4.7619,32.97,3.2,32.97,2026,12,December,Sunday,20,12,692.31,0.0
INV-10410,A,Pune,Member,Female,Sports And Travel,91.85,4.0,18.37,385.77,2027-02-14,12:47:00,Upi,367.4,4.7619,18.37,4.0,18.37,2027,2,February,Sunday,14,12,385.77,0.0
INV-10139,B,Nashik,Member,Female,Fashion Accessories,65.75,3.0,9.86,207.11,2026-05-19,20:10:00,Credit Card,197.25,4.7619,9.86,3.1,9.86,2026,5,May,Tuesday,19,20,207.11,0.0
INV-10023,A,Pune,Normal,Female,Electronic Accessories,46.11,8.0,18.44,387.32,2026-01-23,09:16:00,Credit Card,368.88,4.7619,18.44,2.3,18.44,2026,1,January,Friday,23,9,387.32,0.0
INV-10160,C,Mumbai,Normal,Male,Electronic Accessories,41.88,7.0,14.66,307.82,2026-06-09,14:55:00,Credit Card,293.16,4.7619,14.66,4.7,14.66,2026,6,June,Tuesday,9,14,307.82,0.0
INV-10026,C,Mumbai,Member,Female,Fashion Accessories,65.54,4.0,13.11,275.27,2026-01-26,14:02:00,Credit Card,262.16,4.7619,13.11,5.0,13.11,2026,1,January,Monday,26,14,275.27,0.0
INV-10184,C,Mumbai,Normal,Female,Electronic Accessories,33.94,8.0,13.58,285.1,2026-07-03,09:35:00,Cash,271.52,4.7619,13.58,5.0,13.58,2026,7,July,Friday,3,9,285.1,0.0
INV-10241,C,Mumbai,Member,Male,Sports And Travel,97.84,6.0,29.35,616.39,2026-08-29,16:03:00,Upi,587.04,4.7619,29.35,4.8,29.35,2026,8,August,Saturday,29,16,616.39,0.0
INV-10014,A,Pune,Normal,Female,Fashion Accessories,40.7,4.0,8.14,170.94,2026-01-14,17:50:00,Cash,162.8,4.7619,8.14,3.1,8.14,2026,1,January,Wednesday,14,17,170.94,0.0
INV-10146,A,Pune,Normal,Female,Sports And Travel,26.0,8.0,10.4,218.4,2026-05-26,09:36:00,Upi,208.0,4.7619,10.4,2.7,10.4,2026,5,May,Tuesday,26,9,218.4,0.0
INV-10409,C,Mumbai,Member,Male,Health And Beauty,91.35,2.0,9.14,191.84,2027-02-13,17:16:00,Upi,182.7,4.7619,9.14,3.9,9.14,2027,2,February,Saturday,13,17,191.84,0.0
INV-10315,C,Mumbai,Normal,Male,Health And Beauty,45.5,2.0,6.92,95.55,2026-11-11,18:35:00,Credit Card,91.0,4.7619,4.55,3.7,4.55,2026,11,November,Wednesday,11,18,95.55,0.0
INV-10362,B,Nashik,Member,Female,Home And Lifestyle,23.41,9.0,10.53,221.22,2026-12-28,17:26:00,Credit Card,210.69,4.7619,10.53,4.2,10.53,2026,12,December,Monday,28,17,221.22,0.0
INV-10079,B,Nashik,Normal,Male,Fashion Accessories,55.88,2.0,5.59,117.35,2026-03-20,21:38:00,Cash,111.76,4.7619,5.59,4.2,5.59,2026,3,March,Friday,20,21,117.35,0.0
INV-10321,B,Nashik,Normal,Male,Electronic Accessories,43.77,2.0,4.38,91.92,2026-11-17,15:48:00,Credit Card,87.54,4.7619,4.38,3.3,4.38,2026,11,November,Tuesday,17,15,91.92,0.0
INV-10417,A,Pune,Member,Female,Home And Lifestyle,93.04,5.0,23.26,488.46,2027-02-21,09:40:00,Upi,465.2,4.7619,23.26,3.5,23.26,2027,2,February,Sunday,21,9,488.46,0.0
INV-10498,A,Pune,Member,Female,Food And Beverages,32.99,5.0,8.25,173.2,2027-05-13,17:04:00,Cash,164.95,4.7619,8.25,4.5,8.25,2027,5,May,Thursday,13,17,173.2,0.0
INV-10390,C,Mumbai,Member,Female,Health And Beauty,98.17,2.0,9.82,206.16,2027-01-25,17:04:00,Credit Card,196.34,4.7619,9.82,3.7,9.82,2027,1,January,Monday,25,17,206.16,0.0
INV-10053,C,Mumbai,Normal,Female,Health And Beauty,10.11,3.0,1.52,31.85,2026-02-22,12:34:00,Upi,30.33,4.7619,1.52,3.8,1.52,2026,2,February,Sunday,22,12,31.85,0.0
INV-10477,A,Pune,Normal,Female,Electronic Accessories,29.45,9.0,13.25,278.3,2027-04-22,16:58:00,Upi,265.05,4.7619,13.25,4.2,13.25,2027,4,April,Thursday,22,16,278.3,0.0
INV-10035,C,Mumbai,Normal,Male,Home And Lifestyle,30.77,4.0,6.15,129.23,2026-02-04,18:41:00,Upi,123.08,4.7619,6.15,4.0,6.15,2026,2,February,Wednesday,4,18,129.23,0.0
INV-10335,A,Pune,Normal,Male,Health And Beauty,21.22,2.0,2.12,44.56,2026-12-01,12:51:00,Cash,42.44,4.7619,2.12,4.5,2.12,2026,12,December,Tuesday,1,12,44.56,0.0
INV-10487,A,Pune,Normal,Female,Health And Beauty,81.46,5.0,20.36,427.66,2027-05-02,15:18:00,Upi,407.3,4.7619,20.36,3.7,20.36,2027,5,May,Sunday,2,15,427.66,0.0
INV-10377,C,Mumbai,Normal,Male,Electronic Accessories,76.03,2.0,7.6,159.66,2027-01-12,13:40:00,Cash,152.06,4.7619,7.6,3.2,7.6,2027,1,January,Tuesday,12,13,159.66,0.0
INV-10185,A,Pune,Normal,Male,Food And Beverages,23.43,4.0,4.69,98.41,2026-07-04,18:34:00,Cash,93.72,4.7619,4.69,4.4,4.69,2026,7,July,Saturday,4,18,98.41,0.0
INV-10312,A,Pune,Normal,Female,Fashion Accessories,35.01,7.0,12.25,257.32,2026-11-08,17:28:00,Credit Card,245.07,4.7619,12.25,4.6,12.25,2026,11,November,Sunday,8,17,257.32,0.0
INV-10326,C,Mumbai,Normal,Male,Fashion Accessories,84.94,1.0,4.25,89.19,2026-11-22,19:25:00,Upi,84.94,4.7619,4.25,4.0,4.25,2026,11,November,Sunday,22,19,89.19,0.0
INV-10188,B,Nashik,Member,Female,Food And Beverages,31.91,3.0,4.79,100.52,2026-07-07,20:53:00,Cash,95.73,4.7619,4.79,3.8,4.79,2026,7,July,Tuesday,7,20,100.52,0.0
INV-10285,B,Nashik,Member,Female,Fashion Accessories,38.81,8.0,15.52,326.0,2026-10-12,20:50:00,Upi,310.48,4.7619,15.52,2.2,15.52,2026,10,October,Monday,12,20,326.0,0.0
